"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2008년 04월 15일","1,742.17","1,749.29","1,754.30","1,734.13","238.47M","-0.26%"
"2008년 04월 14일","1,746.71","1,746.88","1,755.28","1,739.03","223.46M","-1.85%"
"2008년 04월 11일","1,779.71","1,768.13","1,779.92","1,759.29","272.36M","0.85%"
"2008년 04월 10일","1,764.64","1,745.60","1,764.64","1,735.78","214.92M","0.57%"
"2008년 04월 08일","1,754.71","1,770.98","1,770.98","1,749.64","267.23M","-1.06%"
"2008년 04월 07일","1,773.56","1,769.74","1,786.57","1,763.38","275.34M","0.40%"
"2008년 04월 04일","1,766.49","1,762.94","1,768.06","1,756.74","256.80M","0.16%"
"2008년 04월 03일","1,763.63","1,745.72","1,765.53","1,742.43","253.83M","1.23%"
"2008년 04월 02일","1,742.19","1,738.64","1,743.54","1,734.42","326.49M","2.35%"
"2008년 04월 01일","1,702.25","1,701.64","1,717.83","1,694.53","320.40M","-0.10%"
"2008년 03월 31일","1,703.99","1,705.17","1,709.31","1,685.19","291.72M","0.13%"
"2008년 03월 28일","1,701.83","1,671.06","1,704.28","1,670.89","350.47M","1.53%"
"2008년 03월 27일","1,676.24","1,671.98","1,677.31","1,660.45","257.89M","-0.20%"
"2008년 03월 26일","1,679.67","1,676.81","1,681.91","1,670.31","280.42M","0.28%"
"2008년 03월 25일","1,674.93","1,676.74","1,680.77","1,667.93","319.95M","1.19%"
"2008년 03월 24일","1,655.30","1,653.82","1,663.57","1,645.89","258.05M","0.58%"
"2008년 03월 21일","1,645.69","1,644.05","1,645.78","1,634.51","283.94M","1.37%"
"2008년 03월 20일","1,623.39","1,602.29","1,624.48","1,592.94","243.41M","0.07%"
"2008년 03월 19일","1,622.23","1,626.28","1,632.68","1,614.96","280.39M","2.11%"
"2008년 03월 18일","1,588.75","1,585.32","1,590.28","1,566.96","243.06M","0.91%"
"2008년 03월 17일","1,574.44","1,588.53","1,588.53","1,537.53","298.74M","-1.61%"
"2008년 03월 14일","1,600.26","1,637.78","1,638.66","1,578.45","297.67M","-0.95%"
"2008년 03월 13일","1,615.62","1,657.21","1,657.21","1,609.17","309.59M","-2.60%"
"2008년 03월 12일","1,658.83","1,685.44","1,687.63","1,658.17","325.28M","1.06%"
"2008년 03월 11일","1,641.48","1,605.31","1,643.66","1,602.35","279.83M","1.00%"
"2008년 03월 10일","1,625.17","1,634.42","1,650.56","1,621.40","318.10M","-2.33%"
"2008년 03월 07일","1,663.97","1,682.17","1,682.17","1,650.74","304.21M","-1.97%"
"2008년 03월 06일","1,697.44","1,681.39","1,705.97","1,680.11","359.69M","1.21%"
"2008년 03월 05일","1,677.10","1,680.63","1,687.20","1,667.87","263.58M","0.05%"
"2008년 03월 04일","1,676.18","1,677.10","1,686.59","1,665.10","278.57M","0.27%"
"2008년 03월 03일","1,671.73","1,676.30","1,676.30","1,657.79","237.09M","-2.33%"
"2008년 02월 29일","1,711.62","1,717.69","1,721.85","1,708.21","315.82M","-1.41%"
"2008년 02월 28일","1,736.17","1,726.08","1,739.60","1,713.25","257.44M","0.89%"
"2008년 02월 27일","1,720.89","1,725.96","1,732.80","1,715.81","306.57M","0.69%"
"2008년 02월 26일","1,709.13","1,724.55","1,726.47","1,704.50","283.72M","0.00%"
"2008년 02월 25일","1,709.13","1,701.75","1,715.00","1,701.64","299.19M","1.34%"
"2008년 02월 22일","1,686.45","1,687.63","1,687.63","1,670.69","281.41M","-1.05%"
"2008년 02월 21일","1,704.36","1,708.01","1,713.64","1,694.58","241.93M","0.97%"
"2008년 02월 20일","1,687.91","1,704.66","1,718.15","1,683.70","321.61M","-1.90%"
"2008년 02월 19일","1,720.52","1,717.10","1,722.71","1,708.93","362.83M","1.43%"
"2008년 02월 18일","1,696.24","1,701.75","1,714.20","1,681.02","374.01M","0.09%"
"2008년 02월 15일","1,694.77","1,672.39","1,696.37","1,668.41","485.52M","-0.16%"
"2008년 02월 14일","1,697.45","1,660.45","1,697.45","1,660.45","503.95M","4.02%"
"2008년 02월 13일","1,631.78","1,663.29","1,663.95","1,629.57","318.95M","-0.70%"
"2008년 02월 12일","1,643.29","1,653.60","1,654.62","1,641.05","291.25M","0.16%"
"2008년 02월 11일","1,640.67","1,648.51","1,651.72","1,633.46","234.30M","-3.29%"
"2008년 02월 05일","1,696.57","1,686.20","1,697.99","1,680.39","253.90M","0.38%"
"2008년 02월 04일","1,690.13","1,655.78","1,696.56","1,655.78","333.08M","3.40%"
"2008년 02월 01일","1,634.53","1,645.05","1,648.97","1,619.65","308.09M","0.61%"
"2008년 01월 31일","1,624.68","1,582.19","1,630.12","1,570.87","334.13M","2.24%"
"2008년 01월 30일","1,589.06","1,653.00","1,653.20","1,578.29","380.52M","-2.98%"
"2008년 01월 29일","1,637.91","1,657.90","1,662.90","1,622.52","275.31M","0.66%"
"2008년 01월 28일","1,627.19","1,668.07","1,674.47","1,620.90","259.31M","-3.85%"
"2008년 01월 25일","1,692.41","1,682.93","1,692.66","1,674.21","272.61M","1.77%"
"2008년 01월 24일","1,663.00","1,663.36","1,675.69","1,649.00","270.63M","2.12%"
"2008년 01월 23일","1,628.42","1,652.62","1,659.28","1,604.54","272.14M","1.21%"
"2008년 01월 22일","1,609.02","1,628.92","1,636.06","1,578.37","316.87M","-4.43%"
"2008년 01월 21일","1,683.56","1,723.95","1,724.39","1,673.42","286.06M","-2.95%"
"2008년 01월 18일","1,734.72","1,689.28","1,737.42","1,684.39","287.71M","0.65%"
"2008년 01월 17일","1,723.55","1,726.03","1,732.64","1,687.10","296.03M","1.09%"
"2008년 01월 16일","1,704.97","1,715.97","1,735.51","1,701.32","295.61M","-2.40%"
"2008년 01월 15일","1,746.95","1,781.53","1,781.53","1,723.14","295.55M","-1.07%"
"2008년 01월 14일","1,765.88","1,781.00","1,790.69","1,754.13","249.32M","-0.92%"
"2008년 01월 11일","1,782.27","1,844.57","1,847.11","1,776.26","280.82M","-2.33%"
"2008년 01월 10일","1,824.78","1,847.94","1,855.07","1,824.78","315.48M","-1.07%"
"2008년 01월 09일","1,844.47","1,802.06","1,844.47","1,794.15","277.67M","1.00%"
"2008년 01월 08일","1,826.23","1,838.64","1,840.62","1,818.69","296.57M","-0.27%"
"2008년 01월 07일","1,831.14","1,815.73","1,840.99","1,814.35","268.13M","-1.76%"
"2008년 01월 04일","1,863.90","1,853.54","1,869.76","1,824.41","299.08M","0.60%"
"2008년 01월 03일","1,852.73","1,834.44","1,858.08","1,821.61","253.67M","-0.04%"
"2008년 01월 02일","1,853.45","1,891.45","1,892.50","1,852.78","247.09M","-2.30%"
"2007년 12월 28일","1,897.13","1,892.56","1,911.67","1,890.81","229.42M","-0.60%"
"2007년 12월 27일","1,908.62","1,901.93","1,915.19","1,891.29","235.85M","0.10%"
"2007년 12월 26일","1,906.72","1,924.91","1,926.09","1,901.91","260.98M","-0.66%"
"2007년 12월 24일","1,919.47","1,899.20","1,921.39","1,894.79","317.06M","2.19%"
"2007년 12월 21일","1,878.32","1,855.06","1,878.32","1,832.34","362.58M","1.84%"
"2007년 12월 20일","1,844.37","1,878.59","1,882.61","1,843.73","401.82M","-0.92%"
"2007년 12월 18일","1,861.47","1,821.30","1,869.71","1,808.86","277.04M","1.18%"
"2007년 12월 17일","1,839.82","1,873.15","1,886.39","1,839.58","282.47M","-2.91%"
"2007년 12월 14일","1,895.05","1,914.47","1,921.53","1,877.27","301.46M","-1.09%"
"2007년 12월 13일","1,915.90","1,921.65","1,937.50","1,897.25","328.59M","-0.60%"
"2007년 12월 12일","1,927.45","1,887.50","1,928.77","1,887.23","314.55M","0.12%"
"2007년 12월 11일","1,925.07","1,922.66","1,929.71","1,904.21","264.53M","0.98%"
"2007년 12월 10일","1,906.42","1,930.36","1,935.86","1,900.95","284.76M","-1.44%"
"2007년 12월 07일","1,934.32","1,969.49","1,969.56","1,934.32","361.15M","-0.97%"
"2007년 12월 06일","1,953.17","1,965.89","1,972.37","1,946.13","339.17M","0.77%"
"2007년 12월 05일","1,938.20","1,911.92","1,945.03","1,905.65","310.28M","1.06%"
"2007년 12월 04일","1,917.83","1,904.33","1,921.83","1,901.51","288.56M","0.81%"
"2007년 12월 03일","1,902.43","1,907.95","1,912.71","1,888.08","291.55M","-0.19%"
"2007년 11월 30일","1,906.00","1,886.58","1,918.12","1,884.92","339.31M","1.51%"
"2007년 11월 29일","1,877.56","1,885.32","1,891.45","1,871.59","347.70M","2.34%"
"2007년 11월 28일","1,834.69","1,881.86","1,883.99","1,833.80","324.84M","-1.35%"
"2007년 11월 27일","1,859.79","1,813.09","1,865.69","1,787.95","338.31M","0.24%"
"2007년 11월 26일","1,855.33","1,803.76","1,855.33","1,795.00","290.92M","4.65%"
"2007년 11월 23일","1,772.88","1,806.02","1,820.61","1,745.26","326.67M","-1.45%"
"2007년 11월 22일","1,799.02","1,790.25","1,815.33","1,771.39","306.22M","-0.44%"
"2007년 11월 21일","1,806.99","1,865.91","1,875.98","1,803.77","307.45M","-3.49%"
"2007년 11월 20일","1,872.24","1,853.41","1,875.46","1,819.18","331.76M","-1.12%"
"2007년 11월 19일","1,893.47","1,936.38","1,936.50","1,892.87","292.32M","-1.70%"
"2007년 11월 16일","1,926.20","1,916.88","1,928.93","1,890.25","304.26M","-1.11%"
"2007년 11월 15일","1,947.74","1,970.13","1,985.38","1,932.03","367.68M","-1.26%"
"2007년 11월 14일","1,972.58","1,982.93","1,984.84","1,956.90","362.09M","2.05%"
"2007년 11월 13일","1,932.89","1,928.78","1,935.93","1,887.76","394.90M","0.49%"
"2007년 11월 12일","1,923.42","1,957.78","1,957.78","1,901.87","312.69M","-3.37%"
"2007년 11월 09일","1,990.47","2,001.11","2,017.37","1,968.86","366.61M","0.55%"
"2007년 11월 08일","1,979.56","2,009.64","2,022.61","1,971.95","330.64M","-3.11%"
"2007년 11월 07일","2,043.19","2,074.18","2,085.03","2,043.19","339.57M","-0.54%"
"2007년 11월 06일","2,054.24","2,023.41","2,055.53","2,020.24","312.25M","1.91%"
"2007년 11월 05일","2,015.76","2,025.04","2,027.21","1,992.24","300.21M","-0.18%"
"2007년 11월 02일","2,019.34","2,014.65","2,049.62","2,014.65","388.39M","-2.12%"
"2007년 11월 01일","2,063.14","2,085.33","2,085.45","2,048.68","401.96M","-0.08%"
"2007년 10월 31일","2,064.85","2,052.60","2,065.53","2,043.93","365.44M","0.61%"
"2007년 10월 30일","2,052.37","2,058.78","2,066.00","2,037.75","402.15M","-0.51%"
"2007년 10월 29일","2,062.92","2,051.62","2,070.86","2,044.09","481.23M","1.72%"
"2007년 10월 26일","2,028.06","1,987.20","2,028.07","1,968.82","438.86M","2.60%"
"2007년 10월 25일","1,976.75","1,967.08","1,982.19","1,941.05","453.61M","2.24%"
"2007년 10월 24일","1,933.36","1,966.55","2,003.20","1,923.07","481.13M","-0.75%"
"2007년 10월 23일","1,947.98","1,936.92","1,952.32","1,909.61","371.17M","2.32%"
"2007년 10월 22일","1,903.81","1,901.15","1,910.19","1,875.23","354.48M","-3.36%"
"2007년 10월 19일","1,970.10","2,003.27","2,003.27","1,970.10","390.28M","-1.75%"
"2007년 10월 18일","2,005.09","1,989.60","2,012.32","1,977.50","426.88M","1.07%"
"2007년 10월 17일","1,983.94","2,000.39","2,009.67","1,933.82","507.31M","-1.09%"
"2007년 10월 16일","2,005.76","2,014.36","2,042.84","2,001.30","548.71M","-1.46%"
"2007년 10월 15일","2,035.39","2,043.93","2,047.02","2,012.04","383.87M","0.44%"
"2007년 10월 12일","2,026.44","2,047.67","2,057.39","2,020.80","456.90M","-1.57%"
"2007년 10월 11일","2,058.85","2,040.35","2,058.87","2,033.45","519.17M","0.87%"
"2007년 10월 10일","2,041.12","2,033.69","2,044.78","2,026.90","368.71M","1.34%"
"2007년 10월 09일","2,014.13","2,014.94","2,022.87","1,995.05","471.52M","0.07%"
"2007년 10월 08일","2,012.82","2,020.34","2,022.01","2,002.43","504.20M","0.84%"
"2007년 10월 05일","1,996.03","2,007.84","2,009.68","1,990.82","380.39M","-0.38%"
"2007년 10월 04일","2,003.60","1,998.56","2,013.21","1,992.01","462.56M","-0.52%"
"2007년 10월 02일","2,014.09","1,991.00","2,014.96","1,981.64","473.92M","2.62%"
"2007년 10월 01일","1,962.67","1,948.78","1,970.11","1,946.13","436.10M","0.83%"
"2007년 09월 28일","1,946.48","1,950.99","1,951.18","1,936.86","541.69M","0.06%"
"2007년 09월 27일","1,945.28","1,944.87","1,952.39","1,935.02","394.52M","1.36%"
"2007년 09월 21일","1,919.26","1,909.37","1,921.23","1,902.11","440.06M","0.54%"
"2007년 09월 20일","1,908.97","1,902.23","1,915.19","1,894.76","441.85M","0.33%"
"2007년 09월 19일","1,902.65","1,892.78","1,905.75","1,886.95","480.11M","3.48%"
"2007년 09월 18일","1,838.61","1,867.61","1,870.83","1,837.22","403.84M","-1.77%"
"2007년 09월 17일","1,871.68","1,873.65","1,876.04","1,853.45","315.81M","0.09%"
"2007년 09월 14일","1,870.02","1,856.17","1,875.95","1,849.37","373.10M","1.19%"
"2007년 09월 13일","1,848.02","1,817.87","1,848.99","1,805.88","338.42M","1.90%"
"2007년 09월 12일","1,813.52","1,853.94","1,855.31","1,813.33","433.94M","-1.83%"
"2007년 09월 11일","1,847.36","1,844.68","1,851.35","1,827.90","420.50M","0.63%"
"2007년 09월 10일","1,835.87","1,845.59","1,846.82","1,811.34","360.19M","-2.60%"
"2007년 09월 07일","1,884.90","1,886.60","1,899.04","1,869.56","392.54M","-0.21%"
"2007년 09월 06일","1,888.81","1,862.00","1,889.06","1,844.64","447.29M","1.24%"
"2007년 09월 05일","1,865.59","1,883.83","1,898.67","1,859.52","382.86M","-0.49%"
"2007년 09월 04일","1,874.74","1,881.17","1,899.66","1,871.87","425.71M","-0.38%"
"2007년 09월 03일","1,881.81","1,876.92","1,881.92","1,863.21","385.65M","0.46%"
"2007년 08월 31일","1,873.24","1,844.28","1,873.35","1,844.09","360.37M","1.71%"
"2007년 08월 30일","1,841.70","1,859.45","1,866.32","1,836.09","423.27M","0.85%"
"2007년 08월 29일","1,826.19","1,773.59","1,831.23","1,773.05","385.91M","-0.17%"
"2007년 08월 28일","1,829.31","1,806.58","1,829.43","1,792.07","414.13M","1.46%"
"2007년 08월 27일","1,803.03","1,825.97","1,834.65","1,802.58","366.03M","0.65%"
"2007년 08월 24일","1,791.33","1,793.17","1,802.71","1,775.07","376.03M","-0.47%"
"2007년 08월 23일","1,799.72","1,801.48","1,816.19","1,795.07","394.70M","2.29%"
"2007년 08월 22일","1,759.50","1,741.93","1,764.61","1,737.06","402.64M","1.34%"
"2007년 08월 21일","1,736.18","1,740.85","1,764.25","1,721.18","458.90M","0.28%"
"2007년 08월 20일","1,731.27","1,700.48","1,732.39","1,693.42","366.72M","5.69%"
"2007년 08월 17일","1,638.07","1,702.66","1,705.17","1,626.87","493.20M","-3.19%"
"2007년 08월 16일","1,691.98","1,754.19","1,755.32","1,681.71","508.22M","-6.93%"
"2007년 08월 14일","1,817.89","1,841.15","1,857.13","1,801.07","405.73M","-1.70%"
"2007년 08월 13일","1,849.26","1,840.89","1,849.31","1,820.96","330.05M","1.14%"
"2007년 08월 10일","1,828.49","1,853.22","1,854.62","1,814.30","388.05M","-4.20%"
"2007년 08월 09일","1,908.68","1,923.99","1,928.64","1,899.32","413.87M","0.28%"
"2007년 08월 08일","1,903.41","1,879.61","1,905.22","1,873.99","381.96M","2.34%"
"2007년 08월 07일","1,859.82","1,888.58","1,888.76","1,849.68","315.65M","0.26%"
"2007년 08월 06일","1,855.05","1,832.54","1,855.36","1,829.22","325.17M","-1.16%"
"2007년 08월 03일","1,876.80","1,875.07","1,890.63","1,865.75","350.26M","1.28%"
"2007년 08월 02일","1,853.07","1,874.98","1,890.81","1,810.62","371.82M","-0.18%"
"2007년 08월 01일","1,856.45","1,920.07","1,920.07","1,836.28","389.62M","-3.97%"
"2007년 07월 31일","1,933.27","1,915.45","1,933.27","1,899.56","373.77M","1.39%"
"2007년 07월 30일","1,906.71","1,874.08","1,906.71","1,859.12","386.21M","1.25%"
"2007년 07월 27일","1,883.22","1,924.01","1,924.11","1,863.39","517.22M","-4.09%"
"2007년 07월 26일","1,963.54","2,012.04","2,015.48","1,963.46","617.01M","-2.03%"
"2007년 07월 25일","2,004.22","1,992.16","2,011.17","1,962.16","588.35M","0.60%"
"2007년 07월 24일","1,992.26","2,001.52","2,005.02","1,975.75","589.38M","-0.04%"
"2007년 07월 23일","1,993.05","1,978.05","1,993.97","1,968.55","538.58M","0.48%"
"2007년 07월 20일","1,983.54","1,949.50","1,983.54","1,939.69","638.75M","2.36%"
"2007년 07월 19일","1,937.90","1,935.10","1,950.86","1,922.14","586.29M","0.37%"
"2007년 07월 18일","1,930.70","1,953.25","1,956.82","1,930.51","635.00M","-0.96%"
"2007년 07월 16일","1,949.51","1,965.66","1,972.33","1,932.86","519.50M","-0.68%"
"2007년 07월 13일","1,962.93","1,946.08","1,962.94","1,941.55","507.57M","2.78%"
"2007년 07월 12일","1,909.75","1,897.59","1,922.25","1,897.59","445.54M","1.05%"
"2007년 07월 11일","1,889.96","1,880.71","1,904.35","1,875.43","473.88M","-0.24%"
"2007년 07월 10일","1,894.53","1,887.35","1,895.98","1,881.36","406.27M","0.58%"
"2007년 07월 09일","1,883.59","1,870.35","1,890.83","1,865.79","430.59M","1.21%"
"2007년 07월 06일","1,861.01","1,855.03","1,863.01","1,838.75","414.38M","0.72%"
"2007년 07월 05일","1,847.79","1,841.56","1,865.52","1,836.93","534.04M","0.51%"
"2007년 07월 04일","1,838.41","1,815.77","1,838.82","1,814.44","417.01M","1.82%"
"2007년 07월 03일","1,805.50","1,791.69","1,806.06","1,787.45","401.96M","1.93%"
"2007년 07월 02일","1,771.35","1,741.41","1,771.39","1,736.63","302.33M","1.59%"
"2007년 06월 29일","1,743.60","1,755.84","1,766.25","1,742.88","281.68M","-0.47%"
"2007년 06월 28일","1,751.75","1,745.82","1,752.24","1,737.93","282.80M","1.08%"
"2007년 06월 27일","1,733.10","1,749.01","1,749.01","1,724.82","306.93M","-0.94%"
"2007년 06월 26일","1,749.55","1,762.48","1,768.69","1,732.44","401.03M","-0.47%"
"2007년 06월 25일","1,757.73","1,754.20","1,785.87","1,747.86","394.47M","-0.75%"
"2007년 06월 22일","1,770.98","1,801.20","1,802.43","1,759.95","531.62M","-1.30%"
"2007년 06월 21일","1,794.24","1,775.48","1,802.91","1,770.17","579.50M","0.59%"
"2007년 06월 20일","1,783.79","1,812.82","1,813.05","1,778.26","685.99M","-1.33%"
"2007년 06월 19일","1,807.85","1,813.53","1,813.84","1,797.18","650.87M","0.05%"
"2007년 06월 18일","1,806.88","1,786.29","1,807.51","1,784.44","613.24M","1.95%"
"2007년 06월 15일","1,772.26","1,772.03","1,776.80","1,762.22","539.96M","0.17%"
"2007년 06월 14일","1,769.18","1,742.12","1,769.18","1,740.70","580.50M","2.74%"
"2007년 06월 13일","1,721.99","1,721.37","1,732.57","1,714.76","715.33M","-0.46%"
"2007년 06월 12일","1,729.88","1,714.54","1,730.63","1,712.13","431.75M","0.78%"
"2007년 06월 11일","1,716.56","1,740.46","1,742.86","1,709.96","475.88M","-0.62%"
"2007년 06월 08일","1,727.28","1,735.96","1,739.14","1,717.18","503.24M","-1.47%"
"2007년 06월 07일","1,753.04","1,722.47","1,753.24","1,717.30","496.22M","0.62%"
"2007년 06월 05일","1,742.19","1,735.87","1,745.99","1,721.02","488.03M","0.26%"
"2007년 06월 04일","1,737.59","1,734.27","1,744.02","1,713.50","465.23M","1.24%"
"2007년 06월 01일","1,716.24","1,712.97","1,745.39","1,707.75","615.43M","0.90%"
"2007년 05월 31일","1,700.91","1,683.35","1,702.01","1,677.78","497.06M","2.30%"
"2007년 05월 30일","1,662.72","1,661.83","1,662.72","1,638.03","488.64M","0.06%"
"2007년 05월 29일","1,661.80","1,663.32","1,666.85","1,653.24","495.10M","0.23%"
"2007년 05월 28일","1,657.91","1,650.53","1,658.43","1,646.15","379.27M","0.81%"
"2007년 05월 25일","1,644.56","1,629.18","1,645.08","1,627.59","375.03M","-0.12%"
"2007년 05월 23일","1,646.59","1,647.44","1,651.61","1,638.36","447.33M","0.23%"
"2007년 05월 22일","1,642.88","1,634.09","1,643.11","1,627.01","529.32M","0.90%"
"2007년 05월 21일","1,628.20","1,602.64","1,628.68","1,602.64","512.79M","0.99%"
"2007년 05월 18일","1,612.25","1,613.12","1,617.77","1,600.24","454.78M","-0.21%"
"2007년 05월 17일","1,615.58","1,614.00","1,616.00","1,608.21","450.57M","0.94%"
"2007년 05월 16일","1,600.60","1,591.07","1,600.72","1,586.00","417.08M","0.71%"
"2007년 05월 15일","1,589.37","1,600.91","1,611.93","1,589.24","480.25M","-1.02%"
"2007년 05월 14일","1,605.77","1,612.73","1,622.16","1,599.87","477.82M","0.14%"
"2007년 05월 11일","1,603.56","1,588.09","1,604.63","1,582.76","373.58M","0.24%"
"2007년 05월 10일","1,599.68","1,602.56","1,616.06","1,599.68","408.58M","0.39%"
"2007년 05월 09일","1,593.42","1,582.91","1,593.42","1,578.58","358.53M","0.68%"
"2007년 05월 08일","1,582.65","1,585.52","1,589.07","1,577.18","384.03M","-0.11%"
"2007년 05월 07일","1,584.46","1,574.86","1,585.70","1,574.86","434.48M","1.07%"
"2007년 05월 04일","1,567.74","1,563.16","1,567.74","1,556.62","254.51M","0.51%"
"2007년 05월 03일","1,559.86","1,563.42","1,564.01","1,555.28","249.68M","0.42%"
"2007년 05월 02일","1,553.30","1,550.39","1,555.62","1,546.60","274.34M","0.72%"
"2007년 04월 30일","1,542.24","1,538.69","1,542.25","1,530.67","315.97M","-0.02%"
"2007년 04월 27일","1,542.52","1,547.20","1,553.23","1,537.37","356.44M","-0.68%"
"2007년 04월 26일","1,553.13","1,560.22","1,565.03","1,553.13","391.55M","0.49%"
"2007년 04월 25일","1,545.55","1,558.20","1,558.72","1,536.12","445.54M","-0.72%"
"2007년 04월 24일","1,556.71","1,545.61","1,557.65","1,538.11","393.48M","0.80%"
"2007년 04월 23일","1,544.35","1,545.45","1,554.50","1,538.33","386.98M","0.74%"
"2007년 04월 20일","1,533.08","1,518.58","1,533.09","1,518.58","397.53M","1.28%"
"2007년 04월 19일","1,513.66","1,536.89","1,537.43","1,506.14","363.74M","-1.36%"
"2007년 04월 18일","1,534.58","1,532.57","1,538.29","1,530.02","352.53M","0.39%"
"2007년 04월 17일","1,528.66","1,538.89","1,538.89","1,524.33","422.56M","-0.22%"
"2007년 04월 16일","1,532.04","1,523.89","1,533.09","1,519.30","462.20M","0.74%"
"2007년 04월 13일","1,520.78","1,523.82","1,526.09","1,512.36","426.24M","-0.32%"
"2007년 04월 12일","1,525.61","1,510.27","1,525.61","1,507.56","360.18M","0.81%"
"2007년 04월 11일","1,513.42","1,508.68","1,519.31","1,507.57","386.76M","0.95%"
"2007년 04월 10일","1,499.16","1,500.79","1,502.34","1,492.35","359.30M","-0.13%"
"2007년 04월 09일","1,501.06","1,489.79","1,501.06","1,489.13","388.21M","1.14%"
"2007년 04월 06일","1,484.15","1,487.73","1,488.58","1,477.69","313.66M","0.14%"
"2007년 04월 05일","1,482.04","1,485.53","1,485.77","1,478.45","328.41M","-0.09%"
"2007년 04월 04일","1,483.41","1,474.65","1,484.86","1,471.05","353.99M","1.34%"
"2007년 04월 03일","1,463.75","1,463.41","1,464.48","1,452.56","340.65M","0.29%"
"2007년 04월 02일","1,459.53","1,456.19","1,464.93","1,456.06","303.52M","0.48%"
"2007년 03월 30일","1,452.55","1,457.58","1,459.69","1,447.85","288.43M","0.11%"
"2007년 03월 29일","1,450.95","1,434.58","1,453.11","1,432.80","283.08M","0.78%"
"2007년 03월 28일","1,439.74","1,451.47","1,456.78","1,433.12","297.97M","-0.93%"
"2007년 03월 27일","1,453.23","1,450.02","1,456.39","1,442.49","259.87M","0.24%"
"2007년 03월 26일","1,449.77","1,451.12","1,455.51","1,444.25","312.61M","0.17%"
"2007년 03월 23일","1,447.38","1,449.99","1,454.34","1,443.04","278.88M","-0.08%"
"2007년 03월 22일","1,448.53","1,452.13","1,456.18","1,447.79","301.02M","0.39%"
"2007년 03월 21일","1,442.85","1,446.07","1,452.05","1,435.36","342.96M","-0.09%"
"2007년 03월 20일","1,444.17","1,449.43","1,449.79","1,440.42","364.48M","0.05%"
"2007년 03월 19일","1,443.39","1,425.22","1,444.76","1,420.89","280.84M","1.09%"
"2007년 03월 16일","1,427.88","1,428.63","1,431.75","1,416.30","304.14M","0.07%"
"2007년 03월 15일","1,426.93","1,418.77","1,429.38","1,414.98","254.36M","1.39%"
"2007년 03월 14일","1,407.37","1,409.66","1,416.80","1,405.13","259.29M","-2.00%"
"2007년 03월 13일","1,436.05","1,441.60","1,442.04","1,433.67","256.42M","-0.37%"
"2007년 03월 12일","1,441.33","1,429.68","1,441.83","1,429.68","245.05M","1.25%"
"2007년 03월 09일","1,423.58","1,433.27","1,434.70","1,415.71","227.39M","-0.02%"
"2007년 03월 08일","1,423.89","1,409.02","1,433.15","1,408.34","285.80M","0.92%"
"2007년 03월 07일","1,410.95","1,415.35","1,415.50","1,397.83","254.20M","0.57%"
"2007년 03월 06일","1,402.93","1,382.70","1,403.75","1,382.70","239.22M","1.95%"
"2007년 03월 05일","1,376.15","1,400.80","1,404.23","1,375.84","232.60M","-2.71%"
"2007년 03월 02일","1,414.47","1,407.19","1,423.58","1,406.63","243.11M","-0.20%"
"2007년 02월 28일","1,417.34","1,396.44","1,417.34","1,393.96","324.11M","-2.56%"
"2007년 02월 27일","1,454.60","1,468.28","1,468.28","1,453.85","261.58M","-1.05%"
"2007년 02월 26일","1,470.03","1,466.92","1,470.95","1,462.19","261.76M","0.01%"
"2007년 02월 23일","1,469.88","1,470.44","1,471.04","1,459.81","310.57M","0.31%"
"2007년 02월 22일","1,465.41","1,452.71","1,471.04","1,452.62","310.28M","0.97%"
"2007년 02월 21일","1,451.38","1,455.18","1,457.37","1,444.84","258.24M","-0.11%"
"2007년 02월 20일","1,452.96","1,450.96","1,453.25","1,443.97","220.47M","0.29%"
"2007년 02월 16일","1,448.81","1,444.46","1,448.96","1,439.03","207.16M","0.36%"
"2007년 02월 15일","1,443.63","1,450.55","1,450.84","1,441.79","216.08M","0.52%"
"2007년 02월 14일","1,436.10","1,430.02","1,440.51","1,430.01","214.65M","1.25%"
"2007년 02월 13일","1,418.44","1,412.72","1,424.66","1,410.81","219.25M","0.29%"
"2007년 02월 12일","1,414.29","1,416.84","1,416.84","1,403.75","209.29M","-0.94%"
"2007년 02월 09일","1,427.68","1,424.49","1,432.29","1,422.97","227.57M","0.29%"
"2007년 02월 08일","1,423.58","1,424.99","1,431.01","1,416.05","189.04M","-0.19%"
"2007년 02월 07일","1,426.29","1,430.85","1,431.25","1,419.48","193.22M","-0.16%"
"2007년 02월 06일","1,428.58","1,416.65","1,428.91","1,414.58","188.88M","0.75%"
"2007년 02월 05일","1,417.95","1,413.77","1,420.42","1,409.71","181.60M","0.34%"
"2007년 02월 02일","1,413.14","1,386.78","1,413.34","1,386.06","219.15M","2.19%"
"2007년 02월 01일","1,382.90","1,367.07","1,382.90","1,362.04","168.20M","1.67%"
"2007년 01월 31일","1,360.23","1,374.76","1,374.76","1,357.87","192.33M","-0.77%"
"2007년 01월 30일","1,370.72","1,365.00","1,371.59","1,360.42","161.25M","0.56%"
"2007년 01월 29일","1,363.10","1,376.48","1,378.28","1,361.23","136.33M","-0.60%"
"2007년 01월 26일","1,371.33","1,372.36","1,378.48","1,366.10","160.88M","-0.80%"
"2007년 01월 25일","1,382.36","1,392.55","1,392.55","1,379.66","157.05M","-0.05%"
"2007년 01월 24일","1,383.06","1,369.96","1,383.75","1,369.02","197.93M","1.47%"
